    1    2     1     0  ---    0  2.1D+00  1.0D+00  4.905D-02  6.874D+00
    2    3     0     0  con    0  1.0D+00  4.2D-01  5.401D-02  6.861D+00
    3    4     0     0  con    0  1.0D+00  1.5D-01  1.556D-02  6.845D+00
    4    5     0     0  con    0  1.0D+00  4.3D-02  1.419D-02  6.844D+00
    5    6     0     0  con    0  1.0D+00  6.3D-02  8.592D-03  6.842D+00
    6    7     0     0  con    0  1.0D+00  6.4D-02  5.409D-03  6.841D+00
    7    8     0     0  con    0  1.0D+00  3.6D-02  2.922D-03  6.841D+00
    8    9     0     0  con    0  1.0D+00  1.4D-02  2.711D-03  6.841D+00
    9   10     0     0  con    0  1.0D+00  2.5D-02  2.534D-03  6.840D+00
   10   11     0     0  con    0  1.0D+00  3.7D-02  2.464D-03  6.840D+00
   11   12     0     0  con    0  1.0D+00  1.2D-02  1.322D-03  6.840D+00
   12   13     0     0  con    0  1.0D+00  5.8D-03  8.311D-04  6.840D+00
   13   14     0     0  con    0  1.0D+00  1.1D-02  9.970D-04  6.840D+00
   14   15     0     0  con    0  1.0D+00  1.4D-02  7.561D-04  6.840D+00
   15   17     0     0  con    1  5.0D-01  9.3D-03  5.268D-04  6.840D+00
   16   18     0     0  con    0  1.0D+00  4.5D-03  5.806D-04  6.840D+00
   17   19     0     0  con    0  1.0D+00  4.2D-03  6.277D-04  6.840D+00
   18   20     0     0  con    0  1.0D+00  7.0D-03  2.788D-04  6.840D+00
   19   21     0     0  con    0  1.0D+00  8.8D-03  7.398D-04  6.840D+00
   20   22     0     0  con    0  1.0D+00  2.1D-03  2.554D-04  6.840D+00
   21   23     0     0  con    0  1.0D+00  1.0D-03  2.133D-04  6.840D+00
   22   24     0     0  con    0  1.0D+00  2.9D-03  1.263D-04  6.840D+00
   23   25     0     0  con    0  1.0D+00  4.6D-03  3.873D-04  6.840D+00
   24   26     0     0  con    0  1.0D+00  1.6D-03  1.337D-04  6.840D+00
   25   27     0     0  con    0  1.0D+00  1.1D-03  1.571D-04  6.840D+00
   26   28     0     0  con    0  1.0D+00  1.4D-03  1.744D-04  6.840D+00
   27   29     0     0  con    0  1.0D+00  2.3D-03  1.728D-04  6.840D+00
   28   31     0     0  con    1  3.4D-01  1.4D-03  1.175D-04  6.840D+00
   29   32     0     0  con    0  1.0D+00  1.4D-03  7.225D-05  6.840D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.685E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.566D-02  4.504D+00
    1    2     1     0  ---    0  3.5D+00  1.0D+00  3.001D-02  4.350D+00
    2    3     0     0  con    0  1.0D+00  4.2D-01  3.894D-02  4.344D+00
    3    4     0     0  con    0  1.0D+00  1.4D-01  1.033D-02  4.334D+00
    4    5     0     0  con    0  1.0D+00  4.4D-02  8.771D-03  4.333D+00
    5    6     0     0  con    0  1.0D+00  5.7D-02  4.440D-03  4.332D+00
    6    7     0     0  con    0  1.0D+00  6.3D-02  2.940D-03  4.332D+00
    7    8     0     0  con    0  1.0D+00  3.9D-02  1.475D-03  4.331D+00
    8    9     0     0  con    0  1.0D+00  1.1D-02  1.453D-03  4.331D+00
    9   10     0     0  con    0  1.0D+00  1.7D-02  1.234D-03  4.331D+00
   10   11     0     0  con    0  1.0D+00  2.5D-02  6.530D-04  4.331D+00
   11   13     0     0  con    1  4.2D-01  1.6D-02  7.456D-04  4.331D+00
   12   14     0     0  con    0  1.0D+00  1.8D-02  5.718D-04  4.331D+00
   13   15     0     0  con    0  1.0D+00  1.0D-02  4.222D-04  4.331D+00
   14   16     0     0  con    0  1.0D+00  1.3D-02  4.157D-04  4.331D+00
   15   17     0     0  con    0  1.0D+00  1.3D-02  5.497D-04  4.331D+00
   16   18     0     0  con    0  1.0D+00  3.8D-03  2.742D-04  4.331D+00
   17   19     0     0  con    0  1.0D+00  2.3D-03  2.477D-04  4.331D+00
   18   20     0     0  con    0  1.0D+00  5.6D-03  1.898D-04  4.331D+00
   19   21     0     0  con    0  1.0D+00  7.7D-03  2.824D-04  4.331D+00
   20   22     0     0  con    0  1.0D+00  8.3D-03  2.618D-04  4.331D+00
   21   23     0     0  con    0  1.0D+00  1.8D-03  1.063D-04  4.331D+00
   22   24     0     0  con    0  1.0D+00  1.4D-03  6.994D-05  4.331D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.263E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.857D-02  2.826D+00
    1    2     1     0  ---    0  5.9D+00  1.0D+00  1.791D-02  2.733D+00
    2    3     0     0  con    0  1.0D+00  4.3D-01  2.478D-02  2.730D+00
    3    4     0     0  con    0  1.0D+00  1.5D-01  6.877D-03  2.724D+00
    4    5     0     0  con    0  1.0D+00  4.5D-02  5.264D-03  2.723D+00
    5    6     0     0  con    0  1.0D+00  4.9D-02  2.535D-03  2.723D+00
    6    7     0     0  con    0  1.0D+00  6.3D-02  1.578D-03  2.723D+00
    7    8     0     0  con    0  1.0D+00  3.1D-02  8.919D-04  2.722D+00
    8    9     0     0  con    0  1.0D+00  1.0D-02  6.746D-04  2.722D+00
    9   10     0     0  con    0  1.0D+00  2.3D-02  3.816D-04  2.722D+00
   10   11     0     0  con    0  1.0D+00  2.9D-02  5.108D-04  2.722D+00
   11   12     0     0  con    0  1.0D+00  3.5D-02  8.764D-04  2.722D+00
   12   13     0     0  con    0  1.0D+00  9.6D-03  3.448D-04  2.722D+00
   13   14     0     0  con    0  1.0D+00  4.4D-03  2.372D-04  2.722D+00
   14   15     0     0  con    0  1.0D+00  1.2D-02  1.632D-04  2.722D+00
   15   17     0     0  con    1  5.1D-01  8.4D-03  3.186D-04  2.722D+00
   16   18     0     0  con    0  1.0D+00  8.9D-03  2.305D-04  2.722D+00
   17   19     0     0  con    0  1.0D+00  7.3D-03  1.583D-04  2.722D+00
   18   20     0     0  con    0  1.0D+00  8.1D-03  1.179D-04  2.722D+00
   19   21     0     0  con    0  1.0D+00  5.9D-03  1.231D-04  2.722D+00
   20   22     0     0  con    0  1.0D+00  2.9D-03  9.894D-05  2.722D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.157E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.762D-02  1.762D+00
    1    2     1     0  ---    0  1.0D+01  1.0D+00  1.083D-02  1.706D+00
    2    3     0     0  con    0  1.0D+00  4.4D-01  1.685D-02  1.705D+00
    3    4     0     0  con    0  1.0D+00  1.5D-01  4.288D-03  1.701D+00
    4    5     0     0  con    0  1.0D+00  5.1D-02  3.244D-03  1.700D+00
    5    6     0     0  con    0  1.0D+00  3.9D-02  1.403D-03  1.700D+00
    6    7     0     0  con    0  1.0D+00  5.6D-02  7.806D-04  1.700D+00
    7    9     0     0  con    1  4.7D-01  2.6D-02  6.273D-04  1.700D+00
    8   10     0     0  con    0  1.0D+00  1.8D-02  6.309D-04  1.700D+00
    9   11     0     0  con    0  1.0D+00  1.9D-02  2.922D-04  1.700D+00
   10   12     0     0  con    0  1.0D+00  2.5D-02  1.767D-04  1.700D+00
   11   13     0     0  con    0  1.0D+00  3.0D-02  4.381D-04  1.700D+00
   12   14     0     0  con    0  1.0D+00  6.5D-03  2.425D-04  1.700D+00
   13   15     0     0  con    0  1.0D+00  6.0D-03  1.599D-04  1.700D+00
   14   16     0     0  con    0  1.0D+00  1.0D-02  1.726D-04  1.700D+00
   15   17     0     0  con    0  1.0D+00  1.8D-02  2.796D-04  1.700D+00
   16   18     0     0  con    0  1.0D+00  4.9D-03  1.419D-04  1.700D+00
   17   19     0     0  con    0  1.0D+00  2.5D-03  9.955D-05  1.700D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 9.976E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.070D-02  1.092D+00
    1    2     1     0  ---    0  1.7D+01  1.0D+00  6.359D-03  1.059D+00
    2    3     0     0  con    0  1.0D+00  4.4D-01  1.032D-02  1.058D+00
    3    4     0     0  con    0  1.0D+00  1.6D-01  2.449D-03  1.056D+00
    4    5     0     0  con    0  1.0D+00  6.2D-02  1.958D-03  1.055D+00
    5    6     0     0  con    0  1.0D+00  2.6D-02  9.850D-04  1.055D+00
    6    7     0     0  con    0  1.0D+00  5.1D-02  4.649D-04  1.055D+00
    7    8     0     0  con    0  1.0D+00  4.9D-02  7.285D-04  1.055D+00
    8    9     0     0  con    0  1.0D+00  1.4D-02  4.507D-04  1.055D+00
    9   10     0     0  con    0  1.0D+00  8.0D-03  1.981D-04  1.055D+00
   10   11     0     0  con    0  1.0D+00  2.0D-02  1.930D-04  1.055D+00
   11   12     0     0  con    0  1.0D+00  2.7D-02  2.196D-04  1.055D+00
   12   13     0     0  con    0  1.0D+00  1.3D-02  1.534D-04  1.055D+00
   13   14     0     0  con    0  1.0D+00  8.0D-03  1.087D-04  1.055D+00
   14   15     0     0  con    0  1.0D+00  8.7D-03  1.195D-04  1.055D+00
   15   16     0     0  con    0  1.0D+00  1.5D-02  1.500D-04  1.055D+00
   16   17     0     0  con    0  1.0D+00  1.4D-02  1.163D-04  1.055D+00
   17   18     0     0  con    0  1.0D+00  2.8D-03  6.061D-05  1.055D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 9.464E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.500D-03  6.734D-01
    1    2     1     0  ---    0  2.9D+01  1.0D+00  3.755D-03  6.535D-01
    2    3     0     0  con    0  1.0D+00  4.5D-01  6.559D-03  6.529D-01
    3    4     0     0  con    0  1.0D+00  1.6D-01  1.653D-03  6.515D-01
    4    5     0     0  con    0  1.0D+00  5.8D-02  1.111D-03  6.514D-01
    5    6     0     0  con    0  1.0D+00  3.1D-02  4.527D-04  6.513D-01
    6    7     0     0  con    0  1.0D+00  4.8D-02  2.879D-04  6.513D-01
    7    8     0     0  con    0  1.0D+00  4.7D-02  3.053D-04  6.513D-01
    8    9     0     0  con    0  1.0D+00  1.1D-02  2.342D-04  6.512D-01
    9   10     0     0  con    0  1.0D+00  7.9D-03  1.193D-04  6.512D-01
   10   11     0     0  con    0  1.0D+00  1.8D-02  4.882D-05  6.512D-01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 5.749E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.905D-03  4.131D-01
    1    2     1     0  ---    0  4.9D+01  1.0D+00  2.230D-03  4.014D-01
    2    4     0     0  con    1  3.5D-01  1.8D-01  1.219D-03  4.008D-01
    3    5     0     0  con    0  1.0D+00  2.5D-01  3.498D-04  4.002D-01
    4    6     0     0  con    0  1.0D+00  6.8D-02  1.869D-04  4.001D-01
    5    7     0     0  con    0  1.0D+00  9.5D-02  1.558D-04  4.000D-01
    6    8     0     0  con    0  1.0D+00  4.0D-02  1.488D-04  4.000D-01
    7    9     0     0  con    0  1.0D+00  1.6D-02  7.499D-05  4.000D-01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 4.676E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.370D-03  2.523D-01
    1    2     1     0  ---    0  8.3D+01  1.0D+00  1.436D-03  2.454D-01
    2    4     0     0  con    1  3.0D-01  1.7D-01  7.036D-04  2.451D-01
    3    5     0     0  con    0  1.0D+00  2.4D-01  3.425D-04  2.447D-01
    4    6     0     0  con    0  1.0D+00  1.0D-01  1.414D-04  2.446D-01
    5    7     0     0  con    0  1.0D+00  1.1D-01  2.449D-04  2.446D-01
    6    8     0     0  con    0  1.0D+00  3.0D-02  6.214D-05  2.446D-01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 4.151E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.377D-03  1.533D-01
    1    2     1     0  ---    0  1.4D+02  1.0D+00  7.718D-04  1.494D-01
    2    4     0     0  con    1  2.6D-01  1.7D-01  5.826D-04  1.492D-01
    3    5     0     0  con    0  1.0D+00  2.3D-01  3.192D-04  1.490D-01
    4    6     0     0  con    0  1.0D+00  1.1D-01  1.109D-04  1.489D-01
    5    8     0     0  con    1  5.1D-01  6.5D-02  9.154D-05  1.489D-01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 4.138E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     8.528D-04  9.288D-02
    1    2     1     0  ---    0  2.5D+02  1.0D+00  5.592D-04  9.088D-02
    2    4     0     0  con    1  4.4D-01  4.2D-01  4.673D-04  9.038D-02
    3    5     0     0  con    0  1.0D+00  3.4D-02  3.847D-04  9.035D-02
    4    6     0     0  con    0  1.0D+00  1.3D-01  4.381D-05  9.030D-02

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 3.103E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
